target_context	gene	rank	weighted_delta_s1_minus_s2	stouffer_z	fdr	n_datasets	n_tissues	selection_reason	receiver_use
bulk_S1_high_receiver_response	CHD1	256	0.8956569454843978	2.5831674841768852	0.31646655467491297	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	STX1A	257	0.5157336572218834	2.581965049542086	0.3169110344765487	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	RHOG	258	1.1491693532880973	2.5815464642245756	0.3169110344765487	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SEC23B	259	1.01582838983454	2.5777669303925026	0.31950717521437505	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	BIRC5	260	0.6381524210668995	2.5739413662712285	0.32005456589949605	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SEMA6D	261	0.4807802962838691	2.5701853946762996	0.32105457104802393	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	C7ORF57	262	0.8363398682945227	2.569495089194871	0.32105457104802393	3	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ATP6AP2	263	0.9660895868433528	2.5693002783621615	0.32105457104802393	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	FARSB	264	0.9365676475950807	2.5693002783621615	0.32105457104802393	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	RGS2	265	0.8595506779456575	2.5670557667928184	0.32224512056941157	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	RPLP0P2	266	0.7695342308899649	2.566446473073957	0.3223653104978034	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	UAP1	267	0.7185295675612711	2.5616792606351275	0.3250254277400053	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	MMP13	268	0.6617459183438287	2.5600691097754016	0.3257126890304639	5	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TREML2	269	0.6772079816042555	2.557757844464573	0.3257126890304639	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TUBA4A	270	0.6352448166768241	2.555087662369552	0.3257126890304639	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	HYDIN	271	0.740253258241617	2.5546476512627545	0.3257126890304639	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	EPHB2	272	0.9357186795321966	2.554446813031747	0.3257126890304639	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SUSD5	273	0.7101489829264812	2.5537626424200246	0.3257126890304639	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ARAP2	274	0.9365760799131781	2.553465379720587	0.3257126890304639	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TNFRSF10A	275	0.7720140885998845	2.5534374656250196	0.3257126890304639	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	UBTD1	276	0.8577428434166909	2.550482424819655	0.3257126890304639	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	HIST1H3C	277	0.6298323849828766	2.548140219706164	0.3257126890304639	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SOD3	278	0.694327832904372	2.546137573676993	0.3257126890304639	5	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	LOC100130741	279	1.1881266373607517	2.5446792909101363	0.3257126890304639	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SELL	280	0.707494855678164	2.54354792640197	0.3257126890304639	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	EMP1	281	1.1428480440755249	2.543518540667941	0.3257126890304639	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ESPNL	282	0.8015746454066173	2.543467831058111	0.3257126890304639	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PSMD1	283	1.1110035318443998	2.5419441536544998	0.3257126890304639	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TSNAXIP1	284	0.5504273454071233	2.5418425592728395	0.3257126890304639	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ABCC5	285	0.9932957928252577	2.5413978208920436	0.3257126890304639	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SDF2L1	286	1.0765878564778546	2.5403744136238173	0.3257126890304639	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CCNL1	287	1.0058971548764215	2.5381240844929933	0.3257126890304639	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CENPF	288	0.8475666785125356	2.5377437329943433	0.3257126890304639	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CDC6	289	0.6742450609087989	2.5373016088120837	0.3257126890304639	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PPARGC1A	290	0.8700654495610898	2.535391872531008	0.3267933331966068	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TRAF4	291	0.7323537704015823	2.534816098455259	0.3267933331966068	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	STXBP2	292	0.61590184696579	2.5339033424966075	0.32718112688966566	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	LOC283922	293	0.580859443860094	2.5334822153618783	0.32718112688966566	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	P4HA1	294	0.9547683576536083	2.53012694088464	0.32990540847586586	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	UGGT2	295	0.6467481529601963	2.526493232460476	0.3324897431070405	5	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ZMYND10	296	1.0038518953985167	2.5202105096941394	0.3376250535135467	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	HMGA2	297	0.6067752215034024	2.5189190261972167	0.33780140572907164	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ICAM5	298	0.43844714807260293	2.5187346137433435	0.33780140572907164	5	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	RELB	299	0.6083902573714337	2.518688905898544	0.33780140572907164	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ANP32A-IT1	300	0.7627449774968116	2.517355588130613	0.3386544473586882	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
